2023-09-27 10:08:03,162 INFO    StreamThr :47285 [internal.py:wandb_internal():87] W&B internal server running at pid: 47285, started at: 2023-09-27 10:08:03.161646
2023-09-27 10:08:03,165 DEBUG   HandlerThread:47285 [handler.py:handle_request():144] handle_request: status
2023-09-27 10:08:03,166 INFO    WriterThread:47285 [datastore.py:open_for_write():85] open: /Users/hugoromero/Documents/GitHub/catedra-uc3m-sementacion/workspace/wandb/run-20230927_100803-bmml2xxy/run-bmml2xxy.wandb
2023-09-27 10:08:03,167 DEBUG   SenderThread:47285 [sender.py:send():336] send: header
2023-09-27 10:08:03,237 DEBUG   SenderThread:47285 [sender.py:send():336] send: run
2023-09-27 10:08:03,997 INFO    SenderThread:47285 [dir_watcher.py:__init__():219] watching files in: /Users/hugoromero/Documents/GitHub/catedra-uc3m-sementacion/workspace/wandb/run-20230927_100803-bmml2xxy/files
2023-09-27 10:08:03,997 INFO    SenderThread:47285 [sender.py:_start_run_threads():1078] run started: bmml2xxy with start time 1695802083.162258
2023-09-27 10:08:03,997 DEBUG   SenderThread:47285 [sender.py:send_request():363] send_request: summary_record
2023-09-27 10:08:03,998 INFO    SenderThread:47285 [sender.py:_save_file():1332] saving file wandb-summary.json with policy end
2023-09-27 10:08:04,004 DEBUG   HandlerThread:47285 [handler.py:handle_request():144] handle_request: check_version
2023-09-27 10:08:04,004 DEBUG   SenderThread:47285 [sender.py:send_request():363] send_request: check_version
2023-09-27 10:08:04,102 DEBUG   HandlerThread:47285 [handler.py:handle_request():144] handle_request: run_start
2023-09-27 10:08:04,105 DEBUG   HandlerThread:47285 [system_info.py:__init__():31] System info init
2023-09-27 10:08:04,105 DEBUG   HandlerThread:47285 [system_info.py:__init__():46] System info init done
2023-09-27 10:08:04,105 INFO    HandlerThread:47285 [system_monitor.py:start():183] Starting system monitor
2023-09-27 10:08:04,105 INFO    SystemMonitor:47285 [system_monitor.py:_start():147] Starting system asset monitoring threads
2023-09-27 10:08:04,106 INFO    HandlerThread:47285 [system_monitor.py:probe():204] Collecting system info
